Date,Time,Open,High,Low,Close,EMA,Super Trend UP,Super Trend DN,EMA 100
20-Mar-26,10.30,140.5,140.78,140.38,140.51,142.78584999701158,139.07702365865524,,142.78584999701158
20-Mar-26,10.35,140.51,140.7,140.24,140.35,142.78098316385072,139.07702365865524,,142.78098316385072
20-Mar-26,10.40,140.43,140.75,140.35,140.66,142.77674543525163,139.07702365865524,,142.77674543525163
20-Mar-26,10.45,140.59,140.85,140.43,140.51,142.77221647334304,139.07702365865524,,142.77221647334304
20-Mar-26,10.50,140.53,140.64,140.44,140.55,142.7677764803893,139.07702365865524,,142.7677764803893
20-Mar-26,10.55,140.48,140.55,140.22,140.28,142.7628058980109,139.07702365865524,,142.7628058980109
20-Mar-26,11.00,140.15,140.15,140.0,140.01,142.75730578632655,139.07702365865524,,142.75730578632655
20-Mar-26,11.05,140.12,140.24,140.0,140.15,142.75209638415606,139.07702365865524,,142.75209638415606
20-Mar-26,11.10,140.01,140.1,140.0,140.02,142.74663765012178,139.07702365865524,,142.74663765012178
20-Mar-26,11.15,140.04,140.22,140.02,140.1,142.74134966280886,139.07702365865524,,142.74134966280886
20-Mar-26,11.20,140.15,140.5,139.68,139.68,142.735233080066,139.07702365865524,,142.735233080066
20-Mar-26,11.25,139.88,139.88,139.68,139.71,142.72918865832762,139.07702365865524,,142.72918865832762
20-Mar-26,11.30,139.74,139.75,139.46,139.5,142.72273673293634,139.07702365865524,,142.72273673293634
