Date,Time,Open,High,Low,Close,EMA,Super Trend UP,Super Trend DN,EMA 100,EMA 200
24-Mar-26,12.15,132.1,132.24,132.01,132.24,131.2868320747132,130.89943509294105,,138.06785360821704,131.2868320747132
24-Mar-26,12.18,132.13,132.34,132.09,132.16,131.30412252867927,131.03699158364694,,138.05604970490393,131.30412252867927
24-Mar-26,12.21,132.09,132.84,132.09,132.81,131.33394188454702,131.17979242528224,,138.04556808711192,131.33394188454702
24-Mar-26,12.24,132.89,134.58,132.85,134.58,131.39822026307084,132.02731318275403,,138.03864387514966,131.39822026307084
24-Mar-26,12.27,134.4,134.59,133.77,134.0,131.44974065390113,132.41508186447862,,138.0305746566179,131.44974065390113
24-Mar-26,12.30,134.08,134.8,134.06,134.7,131.514102225111,132.60157367803075,,138.02392016179948,131.514102225111
24-Mar-26,12.33,134.7,136.85,134.7,136.85,131.61976356718802,133.48441631022766,,138.0215746669707,131.61976356718802
24-Mar-26,12.36,136.57,137.0,135.67,136.85,131.7233326054615,133.8744746792049,,138.0192338584453,131.7233326054615
24-Mar-26,12.39,136.9,139.41,136.7,139.2,131.87138542515535,135.02752721128442,,138.02159303155528,131.87138542515535
24-Mar-26,12.42,139.16,139.7,138.82,138.88,132.010169872182,136.27127449015595,,138.02330813039333,132.010169872182
24-Mar-26,12.45,138.7,139.5,138.59,139.21,132.15274076580215,136.27127449015595,,138.02567914311982,132.15274076580215
24-Mar-26,12.48,139.33,139.38,137.8,138.0,132.26852807737043,136.27127449015595,,138.02562783614056,132.26852807737043
24-Mar-26,12.51,138.0,139.5,137.96,139.4,132.40974534316507,136.27127449015595,,138.02837383446996,132.40974534316507
24-Mar-26,12.54,139.4,139.72,138.91,139.01,132.54044345518162,136.27127449015595,,138.03033512551,132.54044345518162
24-Mar-26,12.57,139.07,139.07,138.66,138.92,132.66677130755426,136.27127449015595,,138.03211267770678,132.66677130755426
24-Mar-26,13.00,138.92,138.92,138.51,138.6,132.7842609846324,136.27127449015595,,138.03324731771136,132.7842609846324
24-Mar-26,13.03,138.5,138.51,137.98,138.09,132.88932512355058,136.27127449015595,,138.03336070968396,132.88932512355058
