time,open,high,low,close,Up Trend,Down Trend,EMA,EMA
2026-03-19T12:51:00+05:30,139.45,139.45,139.34,139.41,,139.75320946882184,141.79097222411696,139.99618389781872
2026-03-19T12:54:00+05:30,139.41,139.45,139.37,139.39,,139.75320946882184,141.78617507681602,139.98418025627777
2026-03-19T12:57:00+05:30,139.44,139.49,139.38,139.38,,139.75320946882184,141.781367534205,139.97221629080693
2026-03-19T13:00:00+05:30,139.35,139.57,139.35,139.5,,139.75320946882184,141.77680935731348,139.9628654731672
2026-03-19T13:03:00+05:30,139.5,139.5,139.4,139.49,,139.75320946882184,141.77224030764853,139.9535018004312
2026-03-19T13:06:00+05:30,139.49,139.5,139.48,139.49,,139.75320946882184,141.76768038695394,139.94432354695732
2026-03-19T13:09:00+05:30,139.48,139.49,139.31,139.41,,139.75320946882184,141.76296973683014,139.93374288266114
2026-03-19T13:12:00+05:30,139.41,139.41,139.26,139.26,,139.73129157035882,141.75796879829502,139.92040143944013
2026-03-19T13:15:00+05:30,139.26,139.31,139.2,139.2,,139.64466241332295,141.7528579715252,139.90613606440172
2026-03-19T13:18:00+05:30,139.2,139.23,139.01,139.16,,139.53669617199068,141.74767743611756,139.8913610928294
2026-03-19T13:21:00+05:30,139.16,139.16,139.01,139.05,,139.50502655479158,141.74228747121023,139.87470047712984
2026-03-19T13:24:00+05:30,139.1,139.1,139.01,139.09,,139.46002389931246,141.7369881955435,139.85916185382032
2026-03-19T13:27:00+05:30,139.01,139.24,139.01,139.01,,139.46002389931246,141.73153966768027,139.84234676760607
2026-03-19T13:30:00+05:30,139.1,139.21,139.01,139.05,,139.46002389931246,141.72618194606653,139.82665673260396
2026-03-19T13:33:00+05:30,139.05,139.09,139.01,139.08,,139.46002389931246,141.72089486925123,139.8118714507702
2026-03-19T13:36:00+05:30,139.08,139.08,138.75,138.78,,139.40023718033893,141.71501895542656,139.79143835273516
2026-03-19T13:39:00+05:30,138.76,139.15,138.7,139.15,,139.40023718033893,141.70989404242872,139.77873660317604
2026-03-19T13:42:00+05:30,139.19,139.46,138.9,138.9,,139.40023718033893,141.70427986851777,139.76133587836068
2026-03-19T13:45:00+05:30,139.05,139.12,138.91,138.96,,139.40023718033893,141.6987967918574,139.74546784116544
2026-03-19T13:48:00+05:30,138.96,138.96,138.66,138.9,,139.40023718033893,141.69320479027527,139.72872590371662
2026-03-19T13:51:00+05:30,138.9,139.15,138.68,139.02,,139.40023718033893,141.68786372176322,139.7146917274054
2026-03-19T13:54:00+05:30,139,139.21,139,139.15,,139.40023718033893,141.6827930649765,139.70350971300135
2026-03-19T13:57:00+05:30,139.01,139.09,138.95,139.09,,139.40023718033893,141.67761265925228,139.6913610058132
2026-03-19T14:00:00+05:30,139.12,139.29,139.02,139.02,,139.40023718033893,141.67230274384917,139.67806672847038
2026-03-19T14:03:00+05:30,138.66,138.85,138.66,138.69,,139.40023718033893,141.6663440970083,139.6585010506789
2026-03-19T14:06:00+05:30,138.77,138.8,138.66,138.66,,139.40023718033893,141.6603374154958,139.63872875264565
2026-03-19T14:09:00+05:30,138.66,138.72,138.61,138.66,,139.3697174082327,141.65434273534495,139.61934798526653
2026-03-19T14:12:00+05:30,138.6,138.73,138.41,138.41,,139.3002456674094,141.64786053207754,139.59540050040977
2026-03-19T14:15:00+05:30,138.4,138.73,138.4,138.48,,139.3002456674094,141.64153114040505,139.5733133617878
2026-03-19T14:18:00+05:30,138.66,138.75,138.48,138.58,,139.3002456674094,141.6354141950696,139.55364379026724
2026-03-19T14:21:00+05:30,138.59,138.59,138.23,138.39,,139.20343909154147,141.62892985102349,139.53060133897483
2026-03-19T14:24:00+05:30,138.39,138.39,138.1,138.36,,139.04609518238732,141.6223985226498,139.5074211144407
2026-03-19T14:27:00+05:30,138.23,138.3,138.1,138.26,,138.9989856641486,141.61568044368346,139.48271970623395
2026-03-19T14:30:00+05:30,138.33,138.48,138.27,138.33,,138.9989856641486,141.60911564759218,139.45989357343723
2026-03-19T14:33:00+05:30,138.33,138.5,138.33,138.5,,138.9989856641486,141.60290362831626,139.44088577990382
2026-03-19T14:36:00+05:30,138.45,138.74,138.21,138.21,,138.9989856641486,141.59612460008785,139.41651180406416
2026-03-19T14:39:00+05:30,138.25,138.47,138.21,138.36,,138.9989856641486,141.5896588166711,139.39559077824111
2026-03-19T14:42:00+05:30,138.31,138.44,138.14,138.31,,138.9989856641486,141.58310605180262,139.37409393114723
2026-03-19T14:45:00+05:30,138.32,138.37,138.15,138.15,,138.9989856641486,141.57624669905175,139.34985444736213
2026-03-19T14:48:00+05:30,138.12,138.19,138.12,138.13,,138.9168243623067,141.56936109126144,139.325698913751
2026-03-19T14:51:00+05:30,138.14,138.14,137.7,137.74,,138.73764192607604,141.56171002015003,139.29429893526088
2026-03-19T14:54:00+05:30,137.75,137.75,137.1,137.15,,138.35587773346845,141.55289541471515,139.25183757020622
2026-03-19T14:57:00+05:30,137.2,137.34,137.15,137.2,,138.1397899601216,141.54419832097946,139.21120712327144
2026-03-19T15:00:00+05:30,137.15,137.2,136.53,137,,137.87131096410943,141.5351190036548,139.16742084360268
