time,open,high,low,close,EMA
2024-11-18T09:15:00+05:30,11790.4,11790.4,11459.45,11491.1,
2024-11-18T09:18:00+05:30,11480.5,11526.95,11400.75,11434.1,
2024-11-18T09:21:00+05:30,11469.9,11508.3,11461.1,11488.65,
2024-11-18T09:24:00+05:30,11489.95,11500.4,11400.65,11401,
2024-11-18T09:27:00+05:30,11406.8,11428.75,11306.8,11306.85,
2024-11-18T09:30:00+05:30,11305.5,11305.5,11250,11283,
2024-11-18T09:33:00+05:30,11282.25,11415,11282.25,11375.1,
2024-11-18T09:36:00+05:30,11374.25,11421.6,11331,11340,
2024-11-18T09:39:00+05:30,11330.05,11344.35,11303,11319.3,
2024-11-18T09:42:00+05:30,11319.3,11319.75,11265.3,11282.2,
2024-11-18T09:45:00+05:30,11282.2,11320.9,11250,11262.85,
2024-11-18T09:48:00+05:30,11262.85,11344.25,11262.85,11344.25,
2024-11-18T09:51:00+05:30,11361.4,11443.55,11360,11437.8,
2024-11-18T09:54:00+05:30,11437.85,11437.85,11374.25,11390.4,
2024-11-18T09:57:00+05:30,11391.6,11425,11325,11342.35,
2024-11-18T10:00:00+05:30,11342.4,11416.45,11338.4,11399.95,
2024-11-18T10:03:00+05:30,11399.95,11430.15,11399.95,11411.85,
2024-11-18T10:06:00+05:30,11411.85,11411.85,11383,11400,
2024-11-18T10:09:00+05:30,11397.1,11449.25,11397.1,11431.05,
2024-11-18T10:12:00+05:30,11438.1,11438.1,11406.05,11412,
2024-11-18T10:15:00+05:30,11409.85,11409.85,11324.65,11365.95,
2024-11-18T10:18:00+05:30,11360.6,11360.6,11330.45,11353.35,
2024-11-18T10:21:00+05:30,11360.65,11370.5,11327.55,11361.15,
2024-11-18T10:24:00+05:30,11353.15,11358.85,11334.95,11334.95,
2024-11-18T10:27:00+05:30,11334.6,11334.6,11320,11332.9,
2024-11-18T10:30:00+05:30,11332.85,11348.5,11320,11344.4,
2024-11-18T10:33:00+05:30,11344.4,11346.6,11315.7,11326.55,
2024-11-18T10:36:00+05:30,11315.7,11328.9,11300,11302.7,
2024-11-18T10:39:00+05:30,11302.7,11330.4,11300,11316,
2024-11-18T10:42:00+05:30,11311.05,11347.75,11300,11315,
2024-11-18T10:45:00+05:30,11315,11315,11295,11300.85,
