time,open,high,low,close,Up Trend,Down Trend,EMA
2026-03-19T12:55:00+05:30,139.41,139.49,139.37,139.38,,139.96149378932512,143.138561929629
2026-03-19T13:00:00+05:30,139.35,139.57,139.35,139.49,,139.96149378932512,143.13127209560375
2026-03-19T13:05:00+05:30,139.4,139.5,139.4,139.48,,139.96149378932512,143.1239768466615
2026-03-19T13:10:00+05:30,139.33,139.49,139.26,139.26,,139.9314679676586,143.11625661320164
2026-03-19T13:15:00+05:30,139.26,139.31,139.01,139.16,,139.75082117089275,143.10835200458385
2026-03-19T13:20:00+05:30,139.16,139.16,139.01,139.1,,139.66173905380344,143.10034330927
2026-03-19T13:25:00+05:30,139.04,139.24,139.01,139.01,,139.66173905380344,143.09217079516554
2026-03-19T13:30:00+05:30,139.1,139.21,139.01,139.08,,139.66173905380344,143.08415446990048
2026-03-19T13:35:00+05:30,139.09,139.09,138.75,138.75,,139.55233277022276,143.07549482060998
2026-03-19T13:40:00+05:30,138.78,139.46,138.7,138.9,,139.55233277022276,143.06715217361574
2026-03-19T13:45:00+05:30,139.05,139.12,138.66,138.78,,139.55233277022276,143.05858643500713
2026-03-19T13:50:00+05:30,138.87,139.15,138.68,139.15,,139.55233277022276,143.05077707150062
2026-03-19T13:55:00+05:30,139.15,139.21,138.95,139.09,,139.55233277022276,143.04286343099812
2026-03-19T14:00:00+05:30,139.12,139.29,138.66,138.78,,139.55233277022276,143.03434622134577
2026-03-19T14:05:00+05:30,138.68,138.85,138.66,138.66,,139.55233277022276,143.02560626885557
2026-03-19T14:10:00+05:30,138.65,138.73,138.41,138.41,,139.52486107176594,143.0163842783084
2026-03-19T14:15:00+05:30,138.4,138.75,138.4,138.55,,139.52486107176594,143.0074604335965
2026-03-19T14:20:00+05:30,138.48,138.59,138.23,138.28,,139.3859374681304,142.9980149582047
2026-03-19T14:25:00+05:30,138.21,138.39,138.1,138.26,,139.21034372131737,142.98854839485165
2026-03-19T14:30:00+05:30,138.33,138.48,138.27,138.45,,139.21034372131737,142.9794803660907
2026-03-19T14:35:00+05:30,138.45,138.74,138.21,138.42,,139.21034372131737,142.97037051520942
2026-03-19T14:40:00+05:30,138.42,138.47,138.14,138.31,,139.21034372131737,142.9610590856086
2026-03-19T14:45:00+05:30,138.32,138.37,138.12,138.14,,139.21034372131737,142.95142659992308
2026-03-19T14:50:00+05:30,138.14,138.14,137.5,137.5,,138.8889294140007,142.94053463868448
2026-03-19T14:55:00+05:30,137.5,137.62,137.1,137.2,,138.47803647260065,142.9290650390068
2026-03-19T15:00:00+05:30,137.15,137.2,136.53,136.6,,138.07223282534056,142.91641955441338
2026-03-19T15:05:00+05:30,136.66,136.66,136.1,136.19,,137.6345095428065,142.90298015470427
2026-03-19T15:10:00+05:30,136.2,136.71,136.19,136.59,,137.6345095428065,142.89036680774183
2026-03-19T15:15:00+05:30,136.65,136.86,136.5,136.62,,137.6345095428065,142.87783860233176
2026-03-19T15:20:00+05:30,136.79,137.64,136.79,137.45,,137.6345095428065,142.86699376995946
2026-03-19T15:25:00+05:30,137.41,137.62,136.5,136.99,,137.6345095428065,142.85525152466485
2026-03-20T09:15:00+05:30,138.74,141.81,138.74,141.09,137.3568810600682,,142.8517245485916
2026-03-20T09:20:00+05:30,141.17,142.25,140.86,141.87,138.51169295406137,,142.849763060982
2026-03-20T09:25:00+05:30,141.9,142.32,141.69,141.84,139.07702365865524,,142.84774555236865
2026-03-20T09:30:00+05:30,141.94,141.94,141.51,141.75,139.07702365865524,,142.8455522545617
2026-03-20T09:35:00+05:30,141.61,141.79,140.94,141,139.07702365865524,,142.84186483746967
2026-03-20T09:40:00+05:30,141.07,141.07,140.4,140.4,139.07702365865524,,142.83698598664554
2026-03-20T09:45:00+05:30,140.38,140.52,140.21,140.36,139.07702365865524,,142.8320369636952
2026-03-20T09:50:00+05:30,140.35,140.55,139.9,140.07,139.07702365865524,,142.82651840832318
2026-03-20T09:55:00+05:30,140,140.88,139.9,140.8,139.07702365865524,,142.82246942049437
2026-03-20T10:00:00+05:30,140.8,140.8,140.25,140.49,139.07702365865524,,142.81780914193195
2026-03-20T10:05:00+05:30,140.49,140.61,140.2,140.5,139.07702365865524,,142.81317815463538
2026-03-20T10:10:00+05:30,140.22,140.25,139.8,139.9,139.07702365865524,,142.8073576188619
2026-03-20T10:15:00+05:30,139.9,139.96,139.8,139.84,139.07702365865524,,142.8014288324106
2026-03-20T10:20:00+05:30,139.84,139.88,139.59,139.77,139.07702365865524,,142.79537203154666
2026-03-20T10:25:00+05:30,139.78,140.34,139.78,140.31,139.07702365865524,,142.79040625326186
2026-03-20T10:30:00+05:30,140.5,140.78,140.38,140.51,139.07702365865524,,142.78584999701158
2026-03-20T10:35:00+05:30,140.51,140.7,140.24,140.35,139.07702365865524,,142.78098316385072
2026-03-20T10:40:00+05:30,140.43,140.75,140.35,140.66,139.07702365865524,,142.77674543525163
2026-03-20T10:45:00+05:30,140.59,140.85,140.43,140.51,139.07702365865524,,142.77221647334304
2026-03-20T10:50:00+05:30,140.53,140.64,140.44,140.55,139.07702365865524,,142.7677764803893
2026-03-20T10:55:00+05:30,140.48,140.55,140.22,140.28,139.07702365865524,,142.7628058980109
2026-03-20T11:00:00+05:30,140.15,140.15,140,140.01,139.07702365865524,,142.75730578632655
2026-03-20T11:05:00+05:30,140.12,140.24,140,140.15,139.07702365865524,,142.75209638415606
2026-03-20T11:10:00+05:30,140.01,140.1,140,140.02,139.07702365865524,,142.74663765012178
2026-03-20T11:15:00+05:30,140.04,140.22,140.02,140.1,139.07702365865524,,142.74134966280886
2026-03-20T11:20:00+05:30,140.15,140.5,139.68,139.68,139.07702365865524,,142.735233080066
2026-03-20T11:25:00+05:30,139.88,139.88,139.68,139.71,139.07702365865524,,142.72918865832762
2026-03-20T11:30:00+05:30,139.74,139.75,139.46,139.5,139.07702365865524,,142.72273673293634
2026-03-20T11:35:00+05:30,139.54,139.61,139.46,139.56,139.07702365865524,,142.71641757862477
2026-03-20T11:40:00+05:30,139.53,139.63,138.96,139.36,139.07702365865524,,142.70971144959654
2026-03-20T11:45:00+05:30,139.35,139.59,139.35,139.38,139.07702365865524,,142.7030586794675
2026-03-20T11:50:00+05:30,139.42,139.42,139.02,139.02,,140.415009127997,142.69569992086716
2026-03-20T11:55:00+05:30,139.12,139.27,139.1,139.24,,140.33550821519728,142.68879542552077
2026-03-20T12:00:00+05:30,139.35,139.45,138.94,139.01,,140.33550821519728,142.68144518491033
2026-03-20T12:05:00+05:30,139.03,139.08,139.01,139.08,,140.13561165430983,142.67424949023518
2026-03-20T12:10:00+05:30,139.13,139.32,139.02,139.08,,140.13561165430983,142.66706817257239
2026-03-20T12:15:00+05:30,139.03,139.08,138.85,138.85,,139.99839543999096,142.65944166273707
2026-03-20T12:20:00+05:30,138.85,138.86,138.56,138.6,,139.73005589599185,142.65133089018414
2026-03-20T12:25:00+05:30,138.51,138.64,138.48,138.59,,139.52605030639268,142.643216342951
2026-03-20T12:30:00+05:30,138.59,138.76,138.45,138.59,,139.52605030639268,142.63511800859945
2026-03-20T12:35:00+05:30,138.54,138.77,138.53,138.68,,139.52605030639268,142.62721567491593
2026-03-20T12:40:00+05:30,138.62,139.32,138.6,139.25,,139.52605030639268,142.62046799124977
2026-03-20T12:45:00+05:30,139.25,139.25,138.7,138.84,,139.52605030639268,142.61291460864987
2026-03-20T12:50:00+05:30,138.63,139.15,138.62,139.15,,139.52605030639268,142.6059956983429
2026-03-20T12:55:00+05:30,139.15,139.19,139.05,139.12,,139.52605030639268,142.59903067197257
2026-03-20T13:00:00+05:30,139.12,139.2,139,139.2,,139.52605030639268,142.5922394018987
2026-03-20T13:05:00+05:30,139.2,139.5,139.05,139.5,,139.52605030639268,142.5860611013954
2026-03-20T13:10:00+05:30,139.49,139.55,139.4,139.44,,139.52605030639268,142.57977526502896
2026-03-20T13:15:00+05:30,139.45,139.73,139.14,139.14,,139.52605030639268,142.57290258717674
2026-03-20T13:20:00+05:30,139.02,139.47,139,139.25,,139.52605030639268,142.5662634211684
2026-03-20T13:25:00+05:30,139.27,139.5,139.21,139.33,,139.52605030639268,142.55979736038685
2026-03-20T13:30:00+05:30,139.45,139.49,138.8,138.92,,139.52605030639268,142.5525250379885
2026-03-20T13:35:00+05:30,138.92,139.31,138.92,139.08,,139.52605030639268,142.54558692602447
2026-03-20T13:40:00+05:30,139.19,139.2,139,139.06,,139.52605030639268,142.53862271638206
2026-03-20T13:45:00+05:30,139.06,139.06,138.8,138.85,,139.52605030639268,142.53125284082486
2026-03-20T13:50:00+05:30,138.85,138.92,138.8,138.9,,139.52605030639268,142.52399759039363
2026-03-20T13:55:00+05:30,138.9,138.9,138.81,138.84,,139.52605030639268,142.5166369558474
2026-03-20T14:00:00+05:30,138.84,138.9,138.75,138.9,,139.52605030639268,142.50941090798355
2026-03-20T14:05:00+05:30,138.9,138.9,138.2,138.32,,139.52605030639268,142.50104045661894
