time,open,high,low,close,EMA
2024-12-31T09:27:00+05:30,1867.75,1870.4,1867.7,1868.1,1902.4973016025501
2024-12-31T09:30:00+05:30,1868.2,1868.6,1864,1867.35,1902.1475772084948
2024-12-31T09:33:00+05:30,1868.05,1869.45,1865,1865,1901.7779495745795
2024-12-31T09:36:00+05:30,1865.4,1868.9,1863.85,1863.85,1901.400557041499
2024-12-31T09:39:00+05:30,1864.1,1865.7,1862.1,1862.5,1901.0134868221805
2024-12-31T09:42:00+05:30,1863.15,1863.2,1858,1858,1900.5854919284275
2024-12-31T09:45:00+05:30,1858.95,1861.7,1858.35,1859.55,1900.1771785759058
2024-12-31T09:48:00+05:30,1859.5,1860.4,1858,1859.9,1899.7764106298769
2024-12-31T09:51:00+05:30,1860.25,1860.25,1856.3,1859.6,1899.3766453499775
2024-12-31T09:54:00+05:30,1859.2,1861.45,1858.25,1860.25,1898.9873254957488
2024-12-31T09:57:00+05:30,1860.7,1861.15,1858,1860.85,1898.6078496201692
2024-12-31T10:00:00+05:30,1860.5,1863,1856,1858.7,1898.2107565891226
2024-12-31T10:03:00+05:30,1858.7,1859,1853.5,1854.15,1897.7723411006737
2024-12-31T10:06:00+05:30,1854.2,1855,1851.15,1851.85,1897.315402383254
2024-12-31T10:09:00+05:30,1852,1852,1848.3,1848.95,1896.834154598346
2024-12-31T10:12:00+05:30,1848.5,1849,1845.3,1845.95,1896.3278446023426
2024-12-31T10:15:00+05:30,1845.3,1848.1,1845.05,1847.95,1895.8464730142596
2024-12-31T10:18:00+05:30,1848,1852.6,1847.8,1851,1895.4002394519287
2024-12-31T10:21:00+05:30,1850.45,1856.55,1850.3,1855.35,1895.0017296066358
2024-12-31T10:24:00+05:30,1856.2,1857.8,1853.4,1857.8,1894.6315631428881
2024-12-31T10:27:00+05:30,1857.7,1859,1852.15,1854,1894.2272689822623
2024-12-31T10:30:00+05:30,1853.7,1857.9,1852.65,1857.65,1893.8633160570657
2024-12-31T10:33:00+05:30,1857.3,1857.95,1855.45,1857.7,1893.5034820664482
2024-12-31T10:36:00+05:30,1857.55,1858.65,1855.5,1858.65,1893.1566812498666
2024-12-31T10:39:00+05:30,1858.65,1862,1857.1,1861.75,1892.844176958823
2024-12-31T10:42:00+05:30,1861.35,1863.3,1861.1,1863.3,1892.550205048785
2024-12-31T10:45:00+05:30,1863.3,1863.3,1860.7,1862.6,1892.25219305825
2024-12-31T10:48:00+05:30,1862.6,1864,1860.35,1862.7,1891.9581413860285
2024-12-31T10:51:00+05:30,1862.7,1868.6,1862,1867.85,1891.7182593821874
2024-12-31T10:54:00+05:30,1867.65,1872.95,1867.4,1871.5,1891.5170826719168
2024-12-31T10:57:00+05:30,1871.8,1871.85,1869.7,1869.95,1891.3024848343853
2024-12-31T11:00:00+05:30,1869.9,1871.5,1869.65,1870.8,1891.0984800101626
2024-12-31T11:03:00+05:30,1871,1871,1867.5,1869.9,1890.8875498608077
2024-12-31T11:06:00+05:30,1869.95,1872,1868.85,1871.6,1890.6956339417948
2024-12-31T11:09:00+05:30,1871.6,1873.95,1871,1873.2,1890.5215480319262
2024-12-31T11:12:00+05:30,1872.85,1875,1872,1875,1890.367104767927
2024-12-31T11:15:00+05:30,1874.55,1874.55,1872.25,1874.2,1890.2062380538182
2024-12-31T11:18:00+05:30,1874,1874.2,1872.3,1873,1890.035031705024
2024-12-31T11:21:00+05:30,1873,1874,1872.45,1873.2,1889.8675189517403
2024-12-31T11:24:00+05:30,1873.15,1876.75,1873.15,1876.15,1889.7310262258522
2024-12-31T11:27:00+05:30,1876.6,1876.8,1874.4,1875.8,1889.5924090494757
2024-12-31T11:30:00+05:30,1876.2,1876.8,1872.3,1873.05,1889.4278079644064
2024-12-31T11:33:00+05:30,1873.05,1874.95,1872.85,1873.8,1889.2723073876462
2024-12-31T11:36:00+05:30,1873.6,1874.3,1872.25,1873,1889.1103938813014
2024-12-31T11:39:00+05:30,1873,1876.65,1872.6,1875.75,1888.9774546387014
2024-12-31T11:42:00+05:30,1875.8,1876.5,1874.2,1876,1888.8483257368237
2024-12-31T11:45:00+05:30,1876,1876.95,1875.45,1875.85,1888.718989162328
2024-12-31T11:48:00+05:30,1875.75,1878.3,1875.45,1877.15,1888.6038748423048
2024-12-31T11:51:00+05:30,1877.15,1877.2,1875.5,1875.65,1888.4749805652668
2024-12-31T11:54:00+05:30,1875.65,1877.25,1875,1877.25,1888.3632892163587
