Symbol,Date,Time,Open,High,Low,Close,EMA,Signal,Qty,TimeChart,TimeEpoch,SignalKey
AMBER,30-Jun-25,10.33,6866.5,6866.5,6822.0,6824.0,6863.558202780618,SELL,100,2025-06-30 10:33,1751259780,30-Jun-25|10.33|6866.5|6824.0
AMBER,01-Jul-25,11.06,6825.0,6840.0,6824.0,6839.0,6809.664505003521,BUY,100,2025-07-01 11:06,1751348160,01-Jul-25|11.06|6825.0|6839.0
AMBER,04-Jul-25,11.45,7315.5,7315.5,7277.0,7277.0,7299.039178863202,SELL,100,2025-07-04 11:45,1751609700,04-Jul-25|11.45|7315.5|7277.0
AMBER,04-Jul-25,13.54,7315.5,7328.0,7314.0,7323.5,7294.345459943113,BUY,100,2025-07-04 13:54,1751617440,04-Jul-25|13.54|7315.5|7323.5
AMBER,07-Jul-25,11.51,7360.0,7360.0,7329.0,7329.0,7353.996791694803,SELL,100,2025-07-07 11:51,1751869260,07-Jul-25|11.51|7360.0|7329.0
AMBER,07-Jul-25,12.09,7363.5,7388.5,7360.0,7388.0,7353.960221381217,BUY,100,2025-07-07 12:09,1751870340,07-Jul-25|12.09|7363.5|7388.0
AMBER,11-Jul-25,09.27,7731.0,7731.0,7652.0,7653.0,7704.640898661304,SELL,100,2025-07-11 09:27,1752206220,11-Jul-25|09.27|7731.0|7653.0
AMBER,14-Jul-25,09.18,7547.0,7577.5,7544.0,7574.5,7535.355161720096,BUY,100,2025-07-14 09:18,1752464880,14-Jul-25|09.18|7547.0|7574.5
AMBER,16-Jul-25,09.24,7777.0,7790.5,7717.0,7729.5,7755.254825607854,SELL,100,2025-07-16 09:24,1752638040,16-Jul-25|09.24|7777.0|7729.5
AMBER,18-Jul-25,09.39,7620.0,7649.0,7620.0,7638.0,7610.573282763952,BUY,100,2025-07-18 09:39,1752811740,18-Jul-25|09.39|7620.0|7638.0
AMBER,18-Jul-25,12.12,7626.5,7630.0,7607.0,7612.0,7623.652791046523,SELL,100,2025-07-18 12:12,1752820920,18-Jul-25|12.12|7626.5|7612.0
AMBER,18-Jul-25,14.42,7600.0,7625.0,7600.0,7623.0,7604.548422360429,BUY,100,2025-07-18 14:42,1752829920,18-Jul-25|14.42|7600.0|7623.0
AMBER,21-Jul-25,09.21,7578.5,7597.0,7543.0,7556.5,7604.022403367021,SELL,100,2025-07-21 09:21,1753069860,21-Jul-25|09.21|7578.5|7556.5
AMBER,22-Jul-25,09.30,7521.0,7566.0,7520.0,7563.0,7508.362215581401,BUY,100,2025-07-22 09:30,1753156800,22-Jul-25|09.30|7521.0|7563.0
AMBER,22-Jul-25,10.00,7524.0,7528.5,7475.0,7478.5,7510.229244516715,SELL,100,2025-07-22 10:00,1753158600,22-Jul-25|10.00|7524.0|7478.5
AMBER,24-Jul-25,13.48,7319.5,7367.5,7317.0,7360.5,7308.585033425466,BUY,100,2025-07-24 13:48,1753345080,24-Jul-25|13.48|7319.5|7360.5
AMBER,25-Jul-25,10.39,7352.0,7354.0,7317.0,7328.0,7339.008281542017,SELL,100,2025-07-25 10:39,1753420140,25-Jul-25|10.39|7352.0|7328.0
AMBER,28-Jul-25,09.18,7315.0,7380.0,7306.0,7354.0,7287.4527847716,BUY,100,2025-07-28 09:18,1753674480,28-Jul-25|09.18|7315.0|7354.0
AMBER,29-Jul-25,09.21,7385.0,7388.0,7363.5,7372.5,7397.448068203101,SELL,100,2025-07-29 09:21,1753761060,29-Jul-25|09.21|7385.0|7372.5
AMBER,29-Jul-25,13.12,7426.5,7635.5,7378.5,7633.0,7399.739975462966,BUY,100,2025-07-29 13:12,1753774920,29-Jul-25|13.12|7426.5|7633.0
AMBER,31-Jul-25,09.48,7856.0,7880.0,7837.5,7839.0,7867.335713027188,SELL,100,2025-07-31 09:48,1753935480,31-Jul-25|09.48|7856.0|7839.0
AMBER,31-Jul-25,10.42,7914.5,7937.0,7914.0,7930.5,7866.961752168164,BUY,100,2025-07-31 10:42,1753938720,31-Jul-25|10.42|7914.5|7930.5
AMBER,01-Aug-25,12.45,7986.0,7986.0,7940.0,7959.0,7990.416817239162,SELL,100,2025-08-01 12:45,1754032500,01-Aug-25|12.45|7986.0|7959.0
AMBER,04-Aug-25,12.30,7937.0,7956.0,7933.0,7952.0,7928.971313672241,BUY,100,2025-08-04 12:30,1754290800,04-Aug-25|12.30|7937.0|7952.0
AMBER,05-Aug-25,09.30,7959.0,7959.5,7934.0,7934.0,7952.38151913545,SELL,100,2025-08-05 09:30,1754366400,05-Aug-25|09.30|7959.0|7934.0
